id,category
2636,math
2637,cs
2638,cs
2639,cs
2640,physics
2641,cs
2642,math
2643,physics
2644,stat
2645,physics
2646,cs
2647,math
2648,cs
2649,cs
2650,math
2651,math
2652,math
2653,stat
2654,math
2655,math
2656,stat
2657,cs
2658,cs
2659,physics
2660,cs
2661,cs
2662,math
2663,physics
2664,cs
2665,stat
2666,cs
2667,math
2668,cs
2669,physics
2670,cs
2671,physics
2672,math
2673,cs
2674,math
2675,cs
2676,physics
2677,math
2678,math
2679,cs
2680,cs
2681,cs
2682,cs
2683,physics
2684,cs
2685,cs
2686,math
2687,stat
2688,physics
2689,physics
2690,stat
2691,physics
2692,math
2693,math
2694,stat
2695,cs
2696,cs
2697,physics
2698,cs
2699,physics
2700,math
2701,cs
2702,physics
2703,math
2704,stat
2705,math
2706,stat
2707,physics
2708,math
2709,physics
2710,physics
2711,math
2712,cs
2713,math
2714,stat
2715,math
2716,cs
2717,math
2718,math
2719,stat
2720,cs
2721,math
2722,physics
2723,cs
2724,cs
2725,math
2726,math
2727,physics
2728,stat
2729,stat
2730,math
2731,stat
2732,cs
2733,cs
2734,cs
2735,math
2736,math
2737,math
2738,math
2739,cs
2740,cs
2741,cs
2742,math
2743,math
2744,physics
2745,physics
2746,physics
2747,cs
2748,cs
2749,math
2750,math
2751,math
2752,cs
2753,math
2754,physics
2755,cs
2756,physics
2757,cs
2758,math
2759,cs
2760,physics
2761,physics
2762,math
2763,physics
2764,math
2765,math
2766,cs
2767,stat
2768,cs
2769,math
2770,cs
2771,physics
2772,math
2773,cs
2774,math
2775,math
2776,stat
2777,math
2778,stat
2779,physics
2780,physics
2781,math
2782,cs
2783,cs
2784,cs
2785,physics
2786,cs
2787,cs
2788,stat
2789,math
2790,cs
2791,math
2792,cs
2793,cs
2794,stat
2795,cs
2796,math
2797,stat
2798,cs
2799,cs
2800,cs
2801,math
2802,cs
2803,cs
2804,math
2805,math
2806,cs
2807,cs
2808,cs
2809,math
2810,cs
2811,physics
2812,cs
2813,cs
2814,math
2815,cs
2816,physics
2817,math
2818,stat
2819,physics
2820,cs
2821,cs
2822,stat
2823,math
2824,math
2825,stat
2826,cs
2827,math
2828,math
2829,cs
2830,stat
2831,math
2832,physics
2833,stat
2834,math
2835,math
2836,math
2837,stat
2838,math
2839,stat
2840,cs
2841,cs
2842,physics
2843,physics
2844,physics
2845,math
2846,cs
2847,cs
2848,cs
2849,cs
2850,physics
2851,math
2852,math
2853,physics
2854,math
2855,math
2856,physics
2857,math
2858,cs
2859,math
2860,math
2861,cs
2862,math
2863,math
2864,math
2865,stat
2866,cs
2867,physics
2868,math
2869,cs
2870,math
2871,physics
2872,physics
2873,math
2874,stat
2875,cs
2876,physics
2877,stat
2878,stat
2879,physics
2880,cs
2881,physics
2882,math
2883,math
2884,physics
2885,cs
2886,cs
2887,physics
2888,physics
2889,math
2890,math
2891,cs
2892,physics
2893,stat
2894,math
2895,cs
2896,physics
2897,cs
2898,stat
2899,math
2900,cs
2901,math
2902,math
2903,cs
2904,physics
2905,cs
2906,physics
2907,cs
2908,physics
2909,cs
2910,math
2911,math
2912,math
2913,cs
2914,cs
2915,physics
2916,cs
2917,stat
2918,cs
2919,stat
2920,cs
2921,cs
2922,cs
2923,cs
2924,math
2925,math
2926,stat
2927,math
2928,physics
2929,stat
2930,cs
2931,cs
2932,math
2933,physics
2934,physics
2935,math
2936,math
2937,physics
2938,math
2939,cs
2940,physics
2941,cs
2942,math
2943,cs
2944,math
2945,stat
2946,math
2947,cs
2948,math
2949,cs
2950,physics
2951,cs
2952,cs
2953,stat
2954,stat
2955,cs
2956,cs
2957,math
2958,stat
2959,stat
2960,math
2961,cs
2962,physics
2963,math
2964,math
2965,math
2966,cs
2967,math
2968,stat
2969,math
2970,cs
2971,math
2972,cs
2973,math
2974,cs
2975,cs
2976,cs
2977,physics
2978,cs
2979,cs
2980,cs
2981,math
2982,cs
2983,physics
2984,cs
2985,stat
2986,cs
2987,cs
2988,cs
2989,math
2990,physics
2991,cs
2992,cs
2993,math
2994,math
2995,cs
2996,cs
2997,math
2998,math
2999,stat
3000,math
3001,cs
3002,physics
3003,math
3004,math
3005,physics
3006,cs
3007,math
3008,physics
3009,cs
3010,math
3011,cs
3012,physics
3013,math
3014,stat
3015,math
3016,cs
3017,stat
3018,cs
3019,physics
3020,stat
3021,cs
3022,cs
3023,math
3024,physics
3025,cs
3026,stat
3027,physics
3028,cs
3029,math
3030,math
3031,stat
3032,stat
3033,stat
3034,cs
3035,math
3036,stat
3037,math
3038,stat
3039,physics
3040,math
3041,cs
3042,physics
3043,cs
3044,physics
3045,physics
3046,cs
3047,math
3048,cs
3049,cs
3050,math
3051,cs
3052,physics
3053,physics
3054,physics
3055,math
3056,cs
3057,physics
3058,cs
3059,cs
3060,cs
3061,cs
3062,cs
3063,cs
3064,cs
3065,math
3066,cs
3067,cs
3068,math
3069,cs
3070,cs
3071,cs
3072,math
3073,math
3074,cs
3075,stat
3076,cs
3077,math
3078,cs
3079,stat
3080,cs
3081,math
3082,cs
3083,math
3084,math
3085,math
3086,stat
3087,math
3088,stat
3089,math
3090,cs
3091,physics
3092,stat
3093,cs
3094,cs
3095,cs
3096,math
3097,cs
3098,math
3099,cs
3100,math
3101,physics
3102,cs
3103,math
3104,cs
3105,physics
3106,stat
3107,cs
3108,cs
3109,cs
3110,math
3111,cs
3112,math
3113,cs
3114,stat
3115,math
3116,math
3117,math
3118,cs
3119,physics
3120,stat
3121,physics
3122,cs
3123,math
3124,cs
3125,math
3126,math
3127,cs
3128,physics
3129,math
3130,cs
3131,cs
3132,cs
3133,cs
3134,stat
3135,physics
3136,stat
3137,physics
3138,cs
3139,stat
3140,cs
3141,math
3142,math
3143,math
3144,math
3145,cs
3146,math
3147,physics
3148,cs
3149,cs
3150,math
3151,math
3152,math
3153,math
3154,cs
3155,stat
3156,cs
3157,cs
3158,math
3159,math
3160,cs
3161,cs
3162,math
3163,cs
3164,cs
3165,cs
3166,physics
3167,cs
3168,physics
3169,physics
3170,cs
3171,math
3172,stat
3173,stat
3174,physics
3175,cs
3176,cs
3177,math
3178,cs
3179,math
3180,physics
3181,stat
3182,math
3183,stat
3184,math
3185,cs
3186,cs
3187,math
3188,physics
3189,cs
3190,stat
3191,math
3192,cs
3193,math
3194,cs
3195,cs
3196,math
3197,cs
3198,stat
3199,cs
3200,cs
3201,cs
3202,math
3203,physics
3204,cs
3205,cs
3206,math
3207,math
3208,physics
3209,stat
3210,stat
3211,math
3212,stat
3213,math
3214,math
3215,math
3216,cs
3217,math
3218,math
3219,physics
3220,cs
3221,cs
3222,stat
3223,stat
3224,cs
3225,stat
3226,math
3227,math
3228,cs
3229,stat
3230,cs
3231,math
3232,cs
3233,physics
3234,physics
3235,physics
3236,math
3237,cs
3238,math
3239,math
3240,math
3241,math
3242,math
3243,math
3244,stat
3245,math
3246,physics
3247,physics
3248,math
3249,cs
3250,math
3251,cs
3252,cs
3253,cs
3254,physics
3255,math
3256,physics
3257,math
3258,stat
3259,cs
3260,physics
3261,cs
3262,math
3263,cs
3264,cs
3265,stat
3266,cs
3267,physics
3268,math
3269,cs
3270,math
3271,physics
3272,math
3273,stat
3274,cs
3275,stat
3276,cs
3277,stat
3278,math
3279,math
3280,math
3281,physics
3282,stat
3283,physics
3284,physics
3285,physics
3286,math
3287,stat
3288,stat
3289,cs
3290,stat
3291,physics
3292,math
3293,math
3294,cs
3295,math
3296,math
3297,cs
3298,physics
3299,stat
3300,stat
3301,math
3302,stat
3303,math
3304,math
3305,cs
3306,cs
3307,math
3308,cs
3309,physics
3310,cs
3311,physics
3312,cs
3313,stat
3314,physics
3315,math
3316,stat
3317,math
3318,cs
3319,math
3320,cs
3321,math
3322,physics
3323,cs
3324,stat
3325,math
3326,math
3327,math
3328,physics
3329,physics
3330,math
3331,cs
3332,stat
3333,cs
3334,math
3335,math
3336,math
3337,cs
3338,math
3339,cs
3340,stat
3341,cs
3342,cs
3343,math
3344,cs
3345,cs
3346,math
3347,math
3348,cs
3349,cs
3350,cs
3351,stat
3352,cs
3353,cs
3354,physics
3355,stat
3356,cs
3357,cs
3358,stat
3359,math
3360,math
3361,cs
3362,math
3363,cs
3364,physics
3365,physics
3366,math
3367,physics
3368,stat
3369,physics
3370,cs
3371,stat
3372,stat
3373,cs
3374,cs
3375,physics
3376,cs
3377,cs
3378,math
3379,stat
3380,cs
3381,cs
3382,physics
3383,math
3384,physics
3385,cs
3386,math
3387,math
3388,stat
3389,stat
3390,math
3391,physics
3392,stat
3393,physics
3394,cs
3395,cs
3396,math
3397,stat
3398,stat
3399,math
3400,stat
3401,cs
3402,math
3403,stat
3404,stat
3405,stat
3406,cs
3407,cs
3408,cs
3409,math
3410,physics
3411,math
3412,math
3413,math
3414,math
3415,math
3416,cs
3417,math
3418,cs
3419,cs
3420,physics
3421,stat
3422,cs
3423,math
3424,physics
3425,math
3426,stat
3427,stat
3428,cs
3429,physics
3430,physics
3431,physics
3432,physics
3433,math
3434,cs
3435,cs
3436,stat
3437,stat
3438,physics
3439,math
3440,cs
3441,stat
3442,physics
3443,math
3444,stat
3445,math
3446,math
3447,cs
3448,cs
3449,cs
3450,math
3451,stat
3452,physics
3453,physics
3454,stat
3455,math
3456,stat
3457,cs
3458,cs
3459,cs
3460,math
3461,physics
3462,math
3463,stat
3464,stat
3465,cs
3466,physics
3467,physics
3468,math
3469,math
3470,physics
3471,stat
3472,cs
3473,cs
3474,stat
3475,cs
3476,stat
3477,physics
3478,cs
3479,cs
3480,physics
3481,math
3482,physics
3483,stat
3484,physics
3485,physics
3486,math
3487,physics
3488,physics
3489,cs
3490,stat
3491,physics
3492,cs
3493,math
3494,math
3495,math
3496,math
3497,math
3498,math
3499,math
3500,math
3501,cs
3502,physics
3503,cs
3504,physics
3505,stat
3506,physics
3507,physics
3508,stat
3509,cs
3510,stat
3511,cs
3512,cs
3513,math
3514,math
3515,stat
3516,stat
3517,math
3518,cs
3519,physics
3520,stat
3521,math
3522,math
3523,cs
3524,math
3525,cs
3526,cs
3527,cs
3528,cs
3529,cs
3530,math
3531,cs
3532,physics
3533,stat
3534,physics
3535,math
3536,math
3537,physics
3538,math
3539,stat
3540,physics
3541,physics
3542,physics
3543,math
3544,stat
3545,math
3546,math
3547,cs
3548,physics
3549,math
3550,cs
3551,physics
3552,stat
3553,cs
3554,cs
3555,stat
3556,math
3557,physics
3558,cs
3559,stat
3560,math
3561,cs
3562,physics
3563,cs
3564,math
3565,stat
3566,math
3567,math
3568,physics
3569,physics
3570,cs
3571,math
3572,math
3573,physics
3574,physics
3575,physics
3576,physics
3577,cs
3578,stat
3579,cs
3580,stat
3581,cs
3582,cs
3583,cs
3584,math
3585,physics
3586,physics
3587,physics
3588,physics
3589,cs
3590,physics
3591,stat
3592,math
3593,cs
3594,math
3595,physics
3596,math
3597,math
3598,cs
3599,stat
3600,cs
3601,cs
3602,physics
3603,cs
3604,cs
3605,math
3606,math
3607,physics
3608,math
3609,math
3610,math
3611,cs
3612,stat
3613,cs
3614,physics
3615,cs
3616,stat
3617,math
3618,cs
3619,math
3620,cs
3621,physics
3622,math
3623,math
3624,stat
3625,math
3626,cs
3627,math
3628,math
3629,physics
3630,math
3631,physics
3632,math
3633,physics
3634,cs
3635,cs
3636,math
3637,math
3638,physics
3639,stat
3640,physics
3641,cs
3642,cs
3643,stat
3644,stat
3645,math
3646,cs
3647,cs
3648,math
3649,stat
3650,stat
3651,cs
3652,math
3653,cs
3654,math
3655,physics
3656,physics
3657,cs
3658,physics
3659,cs
3660,physics
3661,math
3662,physics
3663,stat
3664,math
3665,cs
3666,math
3667,cs
3668,math
3669,physics
3670,cs
3671,cs
3672,stat
3673,cs
3674,math
3675,physics
3676,stat
3677,physics
3678,stat
3679,physics
3680,stat
3681,math
3682,stat
3683,physics
3684,stat
3685,physics
3686,cs
3687,stat
3688,stat
3689,cs
3690,stat
3691,physics
3692,cs
3693,math
3694,math
3695,cs
3696,physics
3697,physics
3698,cs
3699,physics
3700,cs
3701,stat
3702,stat
3703,cs
3704,cs
3705,stat
3706,cs
3707,math
3708,physics
3709,cs
3710,cs
3711,physics
3712,physics
3713,stat
3714,stat
3715,math
3716,cs
3717,physics
3718,math
3719,math
3720,math
3721,physics
3722,math
3723,cs
3724,cs
3725,cs
3726,cs
3727,cs
3728,cs
3729,physics
3730,math
3731,physics
3732,math
3733,cs
3734,cs
3735,cs
3736,math
3737,math
3738,math
3739,physics
3740,cs
3741,math
3742,math
3743,stat
3744,cs
3745,math
3746,physics
3747,math
3748,physics
3749,stat
3750,cs
3751,stat
3752,math
3753,cs
3754,math
3755,cs
3756,math
3757,cs
3758,cs
3759,cs
3760,math
3761,cs
3762,math
3763,stat
3764,math
3765,math
3766,math
3767,stat
3768,cs
3769,math
3770,cs
3771,cs
3772,cs
3773,cs
3774,stat
3775,stat
3776,physics
3777,cs
3778,cs
3779,math
3780,math
3781,math
3782,stat
3783,physics
3784,stat
3785,math
3786,cs
3787,physics
3788,physics
3789,math
3790,cs
3791,math
3792,physics
3793,cs
3794,math
3795,cs
3796,stat
3797,cs
3798,stat
3799,cs
3800,cs
3801,physics
3802,cs
3803,physics
3804,cs
3805,math
3806,math
3807,math
3808,stat
3809,math
3810,stat
3811,math
3812,math
3813,math
3814,physics
3815,cs
3816,math
3817,math
3818,cs
3819,cs
3820,cs
3821,physics
3822,math
3823,cs
3824,cs
3825,cs
3826,physics
3827,cs
3828,physics
3829,math
3830,math
3831,math
3832,cs
3833,math
3834,physics
3835,math
3836,math
3837,cs
3838,math
3839,cs
3840,math
3841,math
3842,stat
3843,math
3844,cs
3845,cs
3846,cs
3847,math
3848,cs
3849,math
3850,cs
3851,math
3852,math
3853,math
3854,cs
3855,math
3856,physics
3857,cs
3858,physics
3859,physics
3860,cs
3861,physics
3862,math
3863,cs
3864,physics
3865,physics
3866,cs
3867,cs
3868,cs
3869,cs
3870,physics
3871,cs
3872,stat
3873,math
3874,physics
3875,stat
3876,math
3877,physics
3878,cs
3879,cs
3880,cs
3881,math
3882,physics
3883,cs
3884,math
3885,cs
3886,cs
3887,cs
3888,math
3889,math
3890,math
3891,physics
3892,physics
3893,cs
3894,stat
3895,math
3896,stat
3897,cs
3898,cs
3899,cs
3900,cs
3901,physics
3902,cs
3903,physics
3904,cs
3905,cs
3906,math
3907,cs
3908,math
3909,physics
3910,physics
3911,stat
3912,physics
3913,physics
3914,cs
3915,physics
3916,math
3917,cs
3918,physics
3919,stat
3920,physics
3921,math
3922,stat
3923,math
3924,stat
3925,cs
3926,cs
3927,math
3928,math
3929,physics
3930,stat
3931,physics
3932,physics
3933,math
3934,math
3935,stat
3936,stat
3937,math
3938,stat
3939,physics
3940,cs
3941,physics
3942,math
3943,math
3944,cs
3945,stat
3946,cs
3947,stat
3948,math
3949,cs
3950,stat
3951,math
3952,math
3953,cs
3954,physics
3955,stat
3956,cs
3957,stat
3958,math
3959,cs
3960,math
3961,cs
3962,stat
3963,math
3964,physics
3965,math
3966,cs
3967,physics
3968,math
3969,math
3970,math
3971,physics
3972,cs
3973,cs
3974,cs
3975,physics
3976,math
3977,math
3978,stat
3979,math
3980,stat
3981,stat
3982,cs
3983,stat
3984,physics
3985,cs
3986,stat
3987,cs
3988,math
3989,cs
3990,cs
3991,stat
3992,math
3993,cs
3994,cs
3995,cs
3996,math
3997,cs
3998,stat
3999,physics
4000,cs
4001,math
4002,math
4003,math
4004,cs
4005,math
4006,cs
4007,math
4008,cs
4009,math
4010,physics
4011,physics
4012,math
4013,math
4014,math
4015,math
4016,math
4017,cs
4018,math
4019,math
4020,cs
4021,math
4022,cs
4023,physics
4024,math
4025,cs
4026,physics
4027,physics
4028,stat
4029,physics
4030,cs
4031,physics
4032,cs
4033,math
4034,cs
4035,physics
4036,cs
4037,cs
4038,math
4039,cs
4040,math
4041,cs
4042,cs
4043,physics
4044,math
4045,math
4046,math
4047,stat
4048,math
4049,math
4050,math
4051,cs
4052,cs
4053,physics
4054,physics
4055,cs
4056,math
4057,math
4058,math
4059,math
4060,cs
4061,stat
4062,cs
4063,cs
4064,stat
4065,physics
4066,stat
4067,math
4068,cs
4069,cs
4070,cs
4071,cs
4072,cs
4073,physics
4074,cs
4075,math
4076,cs
4077,stat
4078,math
4079,math
4080,physics
4081,stat
4082,cs
4083,math
4084,math
4085,physics
4086,math
4087,cs
4088,cs
4089,math
4090,stat
4091,physics
4092,cs
4093,math
4094,cs
4095,math
4096,stat
4097,stat
4098,math
4099,stat
4100,physics
4101,math
4102,cs
4103,math
4104,cs
4105,math
4106,cs
4107,math
4108,physics
4109,cs
4110,physics
4111,physics
4112,cs
4113,math
4114,cs
4115,stat
4116,math
4117,math
4118,cs
4119,cs
4120,math
4121,stat
4122,physics
4123,physics
4124,cs
4125,stat
4126,physics
4127,cs
4128,cs
4129,physics
4130,cs
4131,math
4132,cs
4133,physics
4134,cs
4135,cs
4136,math
4137,math
4138,physics
4139,stat
4140,physics
4141,physics
4142,stat
4143,physics
4144,cs
4145,cs
4146,math
4147,math
4148,cs
4149,physics
4150,physics
4151,physics
4152,math
4153,cs
4154,cs
4155,stat
4156,stat
4157,physics
4158,math
4159,physics
4160,math
4161,cs
4162,physics
4163,physics
4164,cs
4165,math
4166,stat
4167,cs
4168,stat
4169,physics
4170,physics
4171,stat
4172,math
4173,physics
4174,physics
4175,math
4176,physics
4177,physics
4178,cs
4179,physics
4180,math
4181,math
4182,stat
4183,math
4184,math
4185,physics
4186,math
4187,stat
4188,math
4189,cs
4190,math
4191,cs
4192,math
4193,cs
4194,stat
4195,physics
4196,physics
4197,cs
4198,cs
4199,cs
4200,math
4201,physics
4202,cs
4203,cs
4204,physics
4205,cs
4206,stat
4207,math
4208,stat
4209,math
4210,cs
4211,cs
4212,cs
4213,math
4214,physics
4215,cs
4216,math
4217,cs
4218,physics
4219,cs
4220,cs
4221,physics
4222,cs
4223,cs
4224,cs
4225,cs
4226,math
4227,physics
4228,cs
4229,math
4230,cs
4231,cs
4232,physics
4233,cs
4234,math
4235,cs
4236,cs
4237,stat
4238,math
4239,stat
4240,math
4241,cs
4242,cs
4243,cs
4244,math
4245,cs
4246,cs
4247,math
4248,stat
4249,math
4250,math
4251,math
4252,cs
4253,stat
4254,stat
4255,cs
4256,math
4257,cs
4258,math
4259,stat
4260,cs
4261,stat
4262,math
4263,math
4264,cs
4265,physics
4266,stat
4267,stat
4268,math
4269,cs
4270,math
4271,cs
4272,physics
4273,math
4274,cs
4275,physics
4276,cs
4277,cs
4278,math
4279,math
4280,physics
4281,cs
4282,cs
4283,cs
4284,cs
4285,cs
4286,cs
4287,cs
4288,cs
4289,physics
4290,math
4291,cs
4292,math
4293,stat
4294,math
4295,stat
4296,math
4297,math
4298,cs
4299,cs
4300,cs
4301,math
4302,cs
4303,cs
4304,physics
4305,math
4306,cs
4307,cs
4308,math
4309,cs
4310,stat
4311,math
4312,math
4313,stat
4314,math
4315,math
4316,math
4317,cs
4318,stat
4319,physics
4320,cs
4321,stat
4322,cs
4323,cs
4324,stat
4325,cs
4326,math
4327,physics
4328,math
4329,cs
4330,cs
4331,cs
4332,cs
4333,cs
4334,physics
4335,physics
4336,cs
4337,cs
4338,cs
4339,cs
4340,physics
4341,cs
4342,cs
4343,stat
4344,cs
4345,cs
4346,cs
4347,math
4348,physics
4349,physics
4350,cs
4351,physics
4352,math
4353,math
4354,cs
4355,math
4356,cs
4357,math
4358,physics
4359,stat
4360,math
4361,math
4362,math
4363,stat
4364,physics
4365,physics
4366,stat
4367,math
4368,math
4369,physics
4370,math
4371,cs
4372,cs
4373,cs
4374,cs
4375,math
4376,physics
4377,physics
4378,physics
4379,cs
4380,math
4381,math
4382,stat
4383,cs
4384,stat
4385,math
4386,cs
4387,physics
4388,math
4389,math
4390,physics
4391,physics
4392,cs
4393,math
4394,physics
4395,cs
4396,cs
4397,stat
4398,math
4399,cs
4400,cs
4401,stat
4402,stat
4403,stat
4404,physics
4405,physics
4406,math
4407,cs
4408,math
4409,cs
4410,cs
4411,cs
4412,math
4413,cs
4414,cs
4415,cs
4416,math
4417,cs
4418,math
4419,stat
4420,stat
4421,math
4422,physics
4423,physics
4424,physics
4425,cs
4426,math
4427,math
4428,stat
4429,physics
4430,cs
4431,physics
4432,physics
4433,math
4434,cs
4435,physics
4436,physics
4437,math
4438,math
4439,cs
4440,physics
4441,math
4442,cs
4443,math
4444,cs
4445,cs
4446,cs
4447,math
4448,math
4449,math
4450,cs
4451,stat
4452,math
4453,math
4454,physics
4455,math
4456,cs
4457,math
4458,cs
4459,physics
4460,cs
4461,cs
4462,physics
4463,math
4464,math
4465,cs
4466,physics
4467,cs
4468,cs
4469,cs
4470,physics
4471,cs
4472,math
4473,math
4474,math
4475,math
4476,cs
4477,physics
4478,cs
4479,cs
4480,stat
4481,physics
4482,math
4483,stat
4484,cs
4485,cs
4486,math
4487,physics
4488,cs
4489,stat
4490,cs
4491,cs
4492,cs
4493,physics
4494,cs
4495,cs
4496,physics
4497,cs
4498,math
4499,physics
4500,cs
4501,physics
4502,physics
4503,stat
4504,cs
4505,physics
4506,physics
4507,stat
4508,physics
4509,cs
4510,cs
4511,physics
4512,physics
4513,math
4514,cs
4515,cs
4516,stat
4517,physics
4518,math
4519,cs
4520,physics
4521,cs
4522,physics
4523,math
4524,cs
4525,physics
4526,physics
4527,cs
4528,math
4529,stat
4530,cs
4531,math
4532,cs
4533,math
4534,math
4535,physics
4536,stat
4537,stat
4538,cs
4539,cs
4540,stat
4541,math
4542,cs
4543,cs
4544,cs
4545,stat
4546,math
4547,math
4548,math
4549,cs
4550,math
4551,cs
4552,math
4553,cs
4554,math
4555,math
4556,math
4557,cs
4558,math
4559,cs
4560,math
4561,cs
4562,cs
4563,stat
4564,physics
4565,physics
4566,physics
4567,stat
4568,stat
4569,math
4570,math
4571,math
4572,math
4573,stat
4574,math
4575,math
4576,cs
4577,stat
4578,math
4579,math
4580,cs
4581,physics
4582,physics
4583,math
4584,cs
4585,cs
4586,cs
4587,cs
4588,cs
4589,math
4590,cs
4591,cs
4592,stat
4593,math
4594,math
4595,cs
4596,physics
4597,cs
4598,cs
4599,cs
4600,cs
4601,stat
4602,stat
4603,physics
4604,cs
4605,cs
4606,physics
4607,math
4608,cs
4609,cs
4610,math
4611,physics
4612,cs
4613,math
4614,math
4615,math
4616,math
4617,math
4618,math
4619,cs
4620,physics
4621,cs
4622,math
4623,stat
4624,cs
4625,cs
4626,cs
4627,math
4628,stat
4629,math
4630,math
4631,stat
4632,math
4633,math
4634,cs
4635,math
4636,cs
4637,cs
4638,physics
4639,physics
4640,math
4641,cs
4642,cs
4643,physics
4644,cs
4645,cs
4646,cs
4647,physics
4648,cs
4649,cs
4650,math
4651,stat
4652,math
4653,math
4654,physics
4655,math
4656,math
4657,math
4658,cs
4659,stat
4660,math
4661,cs
4662,cs
4663,physics
4664,math
4665,math
4666,stat
4667,math
4668,cs
4669,math
4670,math
4671,math
4672,math
4673,physics
4674,stat
4675,cs
4676,math
4677,cs
4678,physics
4679,physics
4680,math
4681,physics
4682,physics
4683,math
4684,physics
4685,stat
4686,math
4687,math
4688,math
4689,stat
4690,stat
4691,cs
4692,math
4693,cs
4694,physics
4695,stat
4696,physics
4697,math
4698,physics
4699,physics
4700,physics
4701,cs
4702,cs
4703,math
4704,physics
4705,stat
4706,cs
4707,stat
4708,stat
4709,cs
4710,physics
4711,math
4712,cs
4713,physics
4714,stat
4715,stat
4716,stat
4717,stat
4718,cs
4719,physics
4720,math
4721,stat
4722,cs
4723,physics
4724,cs
4725,stat
4726,physics
4727,physics
4728,physics
4729,math
4730,physics
4731,math
4732,math
4733,cs
4734,cs
4735,math
4736,physics
4737,physics
4738,math
4739,cs
4740,stat
4741,cs
4742,cs
4743,stat
4744,stat
4745,cs
4746,math
4747,cs
4748,cs
4749,physics
4750,cs
4751,physics
4752,cs
4753,cs
4754,stat
4755,math
4756,math
4757,cs
4758,cs
4759,cs
4760,math
4761,cs
4762,physics
4763,physics
4764,physics
4765,physics
4766,cs
4767,physics
4768,physics
4769,physics
4770,physics
4771,cs
4772,math
4773,math
4774,cs
4775,stat
4776,physics
4777,physics
4778,physics
4779,math
4780,stat
4781,cs
4782,physics
4783,cs
4784,cs
4785,math
4786,physics
4787,cs
4788,cs
4789,cs
4790,cs
4791,cs
4792,math
4793,cs
4794,cs
4795,math
4796,cs
4797,physics
4798,cs
4799,math
4800,cs
4801,physics
4802,stat
4803,physics
4804,cs
4805,math
4806,math
4807,physics
4808,physics
4809,cs
4810,physics
4811,math
4812,math
4813,cs
4814,cs
4815,stat
4816,cs
4817,math
4818,math
4819,math
4820,math
4821,cs
4822,physics
4823,cs
4824,math
4825,math
4826,cs
4827,cs
4828,math
4829,cs
4830,physics
4831,math
4832,math
4833,math
4834,stat
4835,physics
4836,physics
4837,stat
4838,cs
4839,math
4840,cs
4841,physics
4842,math
4843,physics
4844,math
4845,cs
4846,cs
4847,math
4848,math
4849,stat
4850,physics
4851,cs
4852,math
4853,cs
4854,cs
4855,math
4856,stat
4857,cs
4858,math
4859,math
4860,cs
4861,physics
4862,cs
4863,math
4864,math
4865,physics
4866,cs
4867,physics
4868,physics
4869,math
4870,physics
4871,cs
4872,math
4873,physics
4874,math
4875,math
4876,physics
4877,physics
4878,math
4879,math
4880,physics
4881,cs
4882,cs
4883,stat
4884,physics
4885,physics
4886,stat
4887,cs
4888,stat
4889,math
4890,math
4891,physics
4892,cs
4893,cs
4894,physics
4895,math
4896,physics
4897,cs
4898,math
4899,physics
4900,stat
4901,cs
4902,math
4903,physics
4904,cs
4905,physics
4906,stat
4907,cs
4908,math
4909,stat
4910,cs
4911,stat
4912,physics
4913,math
4914,cs
4915,math
4916,math
4917,cs
4918,cs
4919,math
4920,stat
4921,cs
4922,physics
4923,math
4924,math
4925,math
4926,cs
4927,physics
4928,cs
4929,cs
4930,cs
4931,math
4932,math
4933,physics
4934,physics
4935,math
4936,cs
4937,cs
4938,math
4939,stat
4940,physics
4941,math
4942,physics
4943,math
4944,math
4945,cs
4946,math
4947,math
4948,cs
4949,math
4950,math
4951,math
4952,physics
4953,physics
4954,stat
4955,math
4956,math
4957,physics
4958,physics
4959,physics
4960,cs
4961,stat
4962,cs
4963,cs
4964,stat
4965,math
4966,stat
4967,physics
4968,stat
4969,math
4970,cs
4971,math
4972,cs
4973,cs
4974,cs
4975,cs
4976,cs
4977,math
4978,math
4979,math
4980,cs
4981,stat
4982,cs
4983,cs
4984,cs
4985,physics
4986,physics
4987,physics
4988,cs
4989,cs
4990,stat
4991,math
4992,stat
4993,physics
4994,math
4995,math
4996,math
4997,stat
4998,stat
4999,math
5000,cs
5001,cs
5002,math
5003,math
5004,cs
5005,math
5006,math
5007,math
5008,math
5009,stat
5010,physics
5011,math
5012,stat
5013,physics
5014,math
5015,cs
5016,cs
5017,stat
5018,stat
5019,stat
5020,physics
5021,math
5022,stat
5023,cs
5024,cs
5025,cs
5026,stat
5027,physics
5028,physics
5029,math
5030,math
5031,cs
5032,math
5033,cs
5034,cs
5035,cs
5036,math
5037,physics
5038,math
5039,math
5040,math
5041,physics
5042,cs
5043,cs
5044,math
5045,stat
5046,math
5047,stat
5048,cs
5049,cs
5050,physics
5051,stat
5052,cs
5053,cs
5054,stat
5055,physics
5056,math
5057,math
5058,cs
5059,cs
5060,physics
5061,math
5062,physics
5063,cs
5064,cs
5065,cs
5066,cs
5067,cs
5068,physics
5069,physics
5070,math
5071,cs
5072,cs
5073,cs
5074,physics
5075,cs
5076,physics
5077,math
5078,cs
5079,physics
5080,stat
5081,stat
5082,stat
5083,math
5084,cs
5085,cs
5086,cs
5087,physics
5088,math
5089,cs
5090,physics
5091,physics
5092,stat
5093,math
5094,physics
